Stone Size Each,Diamond Shape,Metal Color,Total Carat Weight,Suggestion 1,Suggestion 2,Suggestion 3,Suggestion 4
0.10ct,Round,Yellow Gold,4ctw,Milania | Yellow Gold | 4ctw,Olivia | Yellow Gold | 4ctw,Olivia | Yellow Gold | 4ctw,Nova | Yellow Gold | 4ctw
0.25ct,Princess,Rose Gold,5ctw,Nova | Rose Gold | 5ctw,Olivia | Rose Gold | 5ctw,Nova | Rose Gold | 5ctw,Milania | Rose Gold | 5ctw
0.25ct,Princess,Rose Gold,7ctw,Milania | Rose Gold | 7ctw,Olivia | Rose Gold | 7ctw,Milania | Rose Gold | 7ctw,Nova | Rose Gold | 7ctw
0.25ct,Princess,Rose Gold,10ctw,Nova | Rose Gold | 10ctw,Milania | Rose Gold | 10ctw,Olivia | Rose Gold | 10ctw,Nova | Rose Gold | 10ctw
0.25ct,Princess,Rose Gold,12ctw,Olivia | Rose Gold | 12ctw,Nova | Rose Gold | 12ctw,Milania | Rose Gold | 12ctw,Nova | Rose Gold | 12ctw
0.25ct,Princess,Rose Gold,15ctw,Milania | Rose Gold | 15ctw,Nova | Rose Gold | 15ctw,Olivia | Rose Gold | 15ctw,Olivia | Rose Gold | 15ctw
0.25ct,Princess,Rose Gold,20ctw+,Olivia | Rose Gold | 20ctw+,Olivia | Rose Gold | 20ctw+,Milania | Rose Gold | 20ctw+,Nova | Rose Gold | 20ctw+
0.25ct,Cushion,Yellow Gold,4ctw,Olivia | Yellow Gold | 4ctw,Nova | Yellow Gold | 4ctw,Nova | Yellow Gold | 4ctw,Milania | Yellow Gold | 4ctw
0.25ct,Cushion,Yellow Gold,5ctw,Nova | Yellow Gold | 5ctw,Nova | Yellow Gold | 5ctw,Olivia | Yellow Gold | 5ctw,Milania | Yellow Gold | 5ctw
0.25ct,Cushion,Yellow Gold,7ctw,Nova | Yellow Gold | 7ctw,Nova | Yellow Gold | 7ctw,Olivia | Yellow Gold | 7ctw,Milania | Yellow Gold | 7ctw
0.25ct,Cushion,Yellow Gold,10ctw,Milania | Yellow Gold | 10ctw,Nova | Yellow Gold | 10ctw,Nova | Yellow Gold | 10ctw,Olivia | Yellow Gold | 10ctw
0.25ct,Cushion,Yellow Gold,12ctw,Milania | Yellow Gold | 12ctw,Milania | Yellow Gold | 12ctw,Olivia | Yellow Gold | 12ctw,Nova | Yellow Gold | 12ctw
0.25ct,Cushion,Yellow Gold,15ctw,Nova | Yellow Gold | 15ctw,Olivia | Yellow Gold | 15ctw,Olivia | Yellow Gold | 15ctw,Milania | Yellow Gold | 15ctw
0.25ct,Cushion,Yellow Gold,20ctw+,Olivia | Yellow Gold | 20ctw+,Olivia | Yellow Gold | 20ctw+,Milania | Yellow Gold | 20ctw+,Nova | Yellow Gold | 20ctw+
0.25ct,Cushion,White Gold,4ctw,Olivia | White Gold | 4ctw,Nova | White Gold | 4ctw,Nova | White Gold | 4ctw,Milania | White Gold | 4ctw
0.25ct,Cushion,White Gold,5ctw,Olivia | White Gold | 5ctw,Milania | White Gold | 5ctw,Nova | White Gold | 5ctw,Nova | White Gold | 5ctw
0.25ct,Cushion,White Gold,7ctw,Nova | White Gold | 7ctw,Olivia | White Gold | 7ctw,Olivia | White Gold | 7ctw,Milania | White Gold | 7ctw
0.25ct,Cushion,White Gold,10ctw,Nova | White Gold | 10ctw,Milania | White Gold | 10ctw,Milania | White Gold | 10ctw,Olivia | White Gold | 10ctw
0.25ct,Cushion,White Gold,12ctw,Nova | White Gold | 12ctw,Milania | White Gold | 12ctw,Milania | White Gold | 12ctw,Olivia | White Gold | 12ctw
0.25ct,Cushion,White Gold,15ctw,Olivia | White Gold | 15ctw,Nova | White Gold | 15ctw,Milania | White Gold | 15ctw,Nova | White Gold | 15ctw
0.25ct,Cushion,White Gold,20ctw+,Milania | White Gold | 20ctw+,Nova | White Gold | 20ctw+,Nova | White Gold | 20ctw+,Olivia | White Gold | 20ctw+
0.25ct,Cushion,Rose Gold,4ctw,Milania | Rose Gold | 4ctw,Nova | Rose Gold | 4ctw,Nova | Rose Gold | 4ctw,Olivia | Rose Gold | 4ctw
0.25ct,Cushion,Rose Gold,5ctw,Olivia | Rose Gold | 5ctw,Nova | Rose Gold | 5ctw,Olivia | Rose Gold | 5ctw,Milania | Rose Gold | 5ctw
0.25ct,Cushion,Rose Gold,7ctw,Olivia | Rose Gold | 7ctw,Nova | Rose Gold | 7ctw,Milania | Rose Gold | 7ctw,Nova | Rose Gold | 7ctw
0.25ct,Cushion,Rose Gold,10ctw,Nova | Rose Gold | 10ctw,Olivia | Rose Gold | 10ctw,Milania | Rose Gold | 10ctw,Olivia | Rose Gold | 10ctw
0.25ct,Cushion,Rose Gold,12ctw,Milania | Rose Gold | 12ctw,Milania | Rose Gold | 12ctw,Nova | Rose Gold | 12ctw,Olivia | Rose Gold | 12ctw
0.25ct,Cushion,Rose Gold,15ctw,Nova | Rose Gold | 15ctw,Milania | Rose Gold | 15ctw,Olivia | Rose Gold | 15ctw,Olivia | Rose Gold | 15ctw
0.25ct,Cushion,Rose Gold,20ctw+,Milania | Rose Gold | 20ctw+,Nova | Rose Gold | 20ctw+,Olivia | Rose Gold | 20ctw+,Milania | Rose Gold | 20ctw+
0.25ct,Oval,Yellow Gold,4ctw,Nova | Yellow Gold | 4ctw,Milania | Yellow Gold | 4ctw,Olivia | Yellow Gold | 4ctw,Milania | Yellow Gold | 4ctw
0.25ct,Oval,Yellow Gold,5ctw,Nova | Yellow Gold | 5ctw,Nova | Yellow Gold | 5ctw,Milania | Yellow Gold | 5ctw,Olivia | Yellow Gold | 5ctw
0.25ct,Oval,Yellow Gold,7ctw,Olivia | Yellow Gold | 7ctw,Nova | Yellow Gold | 7ctw,Milania | Yellow Gold | 7ctw,Olivia | Yellow Gold | 7ctw
0.25ct,Oval,Yellow Gold,10ctw,Nova | Yellow Gold | 10ctw,Olivia | Yellow Gold | 10ctw,Olivia | Yellow Gold | 10ctw,Milania | Yellow Gold | 10ctw
0.25ct,Oval,Yellow Gold,12ctw,Milania | Yellow Gold | 12ctw,Olivia | Yellow Gold | 12ctw,Nova | Yellow Gold | 12ctw,Olivia | Yellow Gold | 12ctw
0.25ct,Oval,Yellow Gold,15ctw,Milania | Yellow Gold | 15ctw,Olivia | Yellow Gold | 15ctw,Nova | Yellow Gold | 15ctw,Nova | Yellow Gold | 15ctw
0.25ct,Oval,Yellow Gold,20ctw+,Nova | Yellow Gold | 20ctw+,Milania | Yellow Gold | 20ctw+,Olivia | Yellow Gold | 20ctw+,Olivia | Yellow Gold | 20ctw+
0.25ct,Oval,White Gold,4ctw,Milania | White Gold | 4ctw,Milania | White Gold | 4ctw,Olivia | White Gold | 4ctw,Nova | White Gold | 4ctw
0.25ct,Oval,White Gold,5ctw,Olivia | White Gold | 5ctw,Nova | White Gold | 5ctw,Milania | White Gold | 5ctw,Milania | White Gold | 5ctw
0.25ct,Oval,White Gold,7ctw,Olivia | White Gold | 7ctw,Milania | White Gold | 7ctw,Nova | White Gold | 7ctw,Olivia | White Gold | 7ctw
0.25ct,Oval,White Gold,10ctw,Olivia | White Gold | 10ctw,Nova | White Gold | 10ctw,Milania | White Gold | 10ctw,Nova | White Gold | 10ctw
0.25ct,Oval,White Gold,12ctw,Olivia | White Gold | 12ctw,Nova | White Gold | 12ctw,Nova | White Gold | 12ctw,Milania | White Gold | 12ctw
0.25ct,Oval,White Gold,15ctw,Olivia | White Gold | 15ctw,Olivia | White Gold | 15ctw,Milania | White Gold | 15ctw,Nova | White Gold | 15ctw
0.25ct,Oval,White Gold,20ctw+,Nova | White Gold | 20ctw+,Milania | White Gold | 20ctw+,Olivia | White Gold | 20ctw+,Olivia | White Gold | 20ctw+
0.25ct,Oval,Rose Gold,4ctw,Milania | Rose Gold | 4ctw,Olivia | Rose Gold | 4ctw,Nova | Rose Gold | 4ctw,Olivia | Rose Gold | 4ctw
0.25ct,Oval,Rose Gold,5ctw,Nova | Rose Gold | 5ctw,Olivia | Rose Gold | 5ctw,Milania | Rose Gold | 5ctw,Milania | Rose Gold | 5ctw
0.25ct,Oval,Rose Gold,7ctw,Olivia | Rose Gold | 7ctw,Olivia | Rose Gold | 7ctw,Milania | Rose Gold | 7ctw,Nova | Rose Gold | 7ctw
0.25ct,Oval,Rose Gold,10ctw,Olivia | Rose Gold | 10ctw,Milania | Rose Gold | 10ctw,Olivia | Rose Gold | 10ctw,Nova | Rose Gold | 10ctw
0.25ct,Oval,Rose Gold,12ctw,Nova | Rose Gold | 12ctw,Olivia | Rose Gold | 12ctw,Nova | Rose Gold | 12ctw,Milania | Rose Gold | 12ctw
0.25ct,Oval,Rose Gold,15ctw,Olivia | Rose Gold | 15ctw,Olivia | Rose Gold | 15ctw,Milania | Rose Gold | 15ctw,Nova | Rose Gold | 15ctw
0.25ct,Oval,Rose Gold,20ctw+,Nova | Rose Gold | 20ctw+,Milania | Rose Gold | 20ctw+,Milania | Rose Gold | 20ctw+,Olivia | Rose Gold | 20ctw+
0.25ct,Radiant,Yellow Gold,4ctw,Milania | Yellow Gold | 4ctw,Milania | Yellow Gold | 4ctw,Nova | Yellow Gold | 4ctw,Olivia | Yellow Gold | 4ctw
0.25ct,Radiant,Yellow Gold,5ctw,Nova | Yellow Gold | 5ctw,Olivia | Yellow Gold | 5ctw,Milania | Yellow Gold | 5ctw,Olivia | Yellow Gold | 5ctw
0.25ct,Radiant,Yellow Gold,7ctw,Nova | Yellow Gold | 7ctw,Nova | Yellow Gold | 7ctw,Milania | Yellow Gold | 7ctw,Olivia | Yellow Gold | 7ctw
0.25ct,Radiant,Yellow Gold,10ctw,Milania | Yellow Gold | 10ctw,Nova | Yellow Gold | 10ctw,Olivia | Yellow Gold | 10ctw,Nova | Yellow Gold | 10ctw
0.25ct,Radiant,Yellow Gold,12ctw,Olivia | Yellow Gold | 12ctw,Milania | Yellow Gold | 12ctw,Nova | Yellow Gold | 12ctw,Olivia | Yellow Gold | 12ctw
0.25ct,Radiant,Yellow Gold,15ctw,Nova | Yellow Gold | 15ctw,Olivia | Yellow Gold | 15ctw,Milania | Yellow Gold | 15ctw,Olivia | Yellow Gold | 15ctw
0.25ct,Radiant,Yellow Gold,20ctw+,Nova | Yellow Gold | 20ctw+,Milania | Yellow Gold | 20ctw+,Olivia | Yellow Gold | 20ctw+,Olivia | Yellow Gold | 20ctw+
0.25ct,Radiant,White Gold,4ctw,Olivia | White Gold | 4ctw,Milania | White Gold | 4ctw,Olivia | White Gold | 4ctw,Nova | White Gold | 4ctw
0.25ct,Radiant,White Gold,5ctw,Olivia | White Gold | 5ctw,Milania | White Gold | 5ctw,Milania | White Gold | 5ctw,Nova | White Gold | 5ctw
0.25ct,Radiant,White Gold,7ctw,Olivia | White Gold | 7ctw,Milania | White Gold | 7ctw,Nova | White Gold | 7ctw,Olivia | White Gold | 7ctw
0.25ct,Radiant,White Gold,10ctw,Nova | White Gold | 10ctw,Nova | White Gold | 10ctw,Olivia | White Gold | 10ctw,Milania | White Gold | 10ctw
0.25ct,Radiant,White Gold,12ctw,Olivia | White Gold | 12ctw,Milania | White Gold | 12ctw,Nova | White Gold | 12ctw,Nova | White Gold | 12ctw
0.25ct,Radiant,White Gold,15ctw,Olivia | White Gold | 15ctw,Olivia | White Gold | 15ctw,Nova | White Gold | 15ctw,Milania | White Gold | 15ctw
0.25ct,Radiant,White Gold,20ctw+,Olivia | White Gold | 20ctw+,Olivia | White Gold | 20ctw+,Nova | White Gold | 20ctw+,Milania | White Gold | 20ctw+
0.25ct,Radiant,Rose Gold,4ctw,Milania | Rose Gold | 4ctw,Olivia | Rose Gold | 4ctw,Nova | Rose Gold | 4ctw,Nova | Rose Gold | 4ctw
0.25ct,Radiant,Rose Gold,5ctw,Milania | Rose Gold | 5ctw,Nova | Rose Gold | 5ctw,Olivia | Rose Gold | 5ctw,Milania | Rose Gold | 5ctw
0.25ct,Radiant,Rose Gold,7ctw,Milania | Rose Gold | 7ctw,Olivia | Rose Gold | 7ctw,Nova | Rose Gold | 7ctw,Nova | Rose Gold | 7ctw
0.25ct,Radiant,Rose Gold,10ctw,Milania | Rose Gold | 10ctw,Olivia | Rose Gold | 10ctw,Nova | Rose Gold | 10ctw,Milania | Rose Gold | 10ctw
0.25ct,Radiant,Rose Gold,12ctw,Milania | Rose Gold | 12ctw,Olivia | Rose Gold | 12ctw,Nova | Rose Gold | 12ctw,Nova | Rose Gold | 12ctw
0.25ct,Radiant,Rose Gold,15ctw,Nova | Rose Gold | 15ctw,Milania | Rose Gold | 15ctw,Olivia | Rose Gold | 15ctw,Milania | Rose Gold | 15ctw
0.25ct,Radiant,Rose Gold,20ctw+,Milania | Rose Gold | 20ctw+,Milania | Rose Gold | 20ctw+,Nova | Rose Gold | 20ctw+,Olivia | Rose Gold | 20ctw+
0.25ct,Emerald,Yellow Gold,4ctw,Nova | Yellow Gold | 4ctw,Nova | Yellow Gold | 4ctw,Milania | Yellow Gold | 4ctw,Olivia | Yellow Gold | 4ctw
0.25ct,Emerald,Yellow Gold,5ctw,Olivia | Yellow Gold | 5ctw,Milania | Yellow Gold | 5ctw,Nova | Yellow Gold | 5ctw,Olivia | Yellow Gold | 5ctw
0.25ct,Emerald,Yellow Gold,7ctw,Olivia | Yellow Gold | 7ctw,Milania | Yellow Gold | 7ctw,Nova | Yellow Gold | 7ctw,Olivia | Yellow Gold | 7ctw
0.25ct,Emerald,Yellow Gold,10ctw,Milania | Yellow Gold | 10ctw,Olivia | Yellow Gold | 10ctw,Nova | Yellow Gold | 10ctw,Olivia | Yellow Gold | 10ctw
0.25ct,Emerald,Yellow Gold,12ctw,Olivia | Yellow Gold | 12ctw,Olivia | Yellow Gold | 12ctw,Milania | Yellow Gold | 12ctw,Nova | Yellow Gold | 12ctw
0.25ct,Emerald,Yellow Gold,15ctw,Nova | Yellow Gold | 15ctw,Olivia | Yellow Gold | 15ctw,Nova | Yellow Gold | 15ctw,Milania | Yellow Gold | 15ctw
0.25ct,Emerald,Yellow Gold,20ctw+,Olivia | Yellow Gold | 20ctw+,Milania | Yellow Gold | 20ctw+,Nova | Yellow Gold | 20ctw+,Nova | Yellow Gold | 20ctw+
0.25ct,Emerald,White Gold,4ctw,Nova | White Gold | 4ctw,Olivia | White Gold | 4ctw,Olivia | White Gold | 4ctw,Milania | White Gold | 4ctw
0.25ct,Emerald,White Gold,5ctw,Milania | White Gold | 5ctw,Nova | White Gold | 5ctw,Nova | White Gold | 5ctw,Olivia | White Gold | 5ctw
0.25ct,Emerald,White Gold,7ctw,Milania | White Gold | 7ctw,Olivia | White Gold | 7ctw,Nova | White Gold | 7ctw,Olivia | White Gold | 7ctw
0.25ct,Emerald,White Gold,10ctw,Nova | White Gold | 10ctw,Olivia | White Gold | 10ctw,Milania | White Gold | 10ctw,Milania | White Gold | 10ctw
0.25ct,Emerald,White Gold,12ctw,Nova | White Gold | 12ctw,Milania | White Gold | 12ctw,Olivia | White Gold | 12ctw,Olivia | White Gold | 12ctw
0.25ct,Emerald,White Gold,15ctw,Milania | White Gold | 15ctw,Olivia | White Gold | 15ctw,Nova | White Gold | 15ctw,Milania | White Gold | 15ctw
0.25ct,Emerald,White Gold,20ctw+,Milania | White Gold | 20ctw+,Olivia | White Gold | 20ctw+,Nova | White Gold | 20ctw+,Milania | White Gold | 20ctw+
0.25ct,Emerald,Rose Gold,4ctw,Olivia | Rose Gold | 4ctw,Nova | Rose Gold | 4ctw,Milania | Rose Gold | 4ctw,Olivia | Rose Gold | 4ctw
0.25ct,Emerald,Rose Gold,5ctw,Nova | Rose Gold | 5ctw,Olivia | Rose Gold | 5ctw,Olivia | Rose Gold | 5ctw,Milania | Rose Gold | 5ctw
0.25ct,Emerald,Rose Gold,7ctw,Olivia | Rose Gold | 7ctw,Nova | Rose Gold | 7ctw,Olivia | Rose Gold | 7ctw,Milania | Rose Gold | 7ctw
0.25ct,Emerald,Rose Gold,10ctw,Olivia | Rose Gold | 10ctw,Nova | Rose Gold | 10ctw,Olivia | Rose Gold | 10ctw,Milania | Rose Gold | 10ctw
0.25ct,Emerald,Rose Gold,12ctw,Olivia | Rose Gold | 12ctw,Nova | Rose Gold | 12ctw,Milania | Rose Gold | 12ctw,Nova | Rose Gold | 12ctw
0.25ct,Emerald,Rose Gold,15ctw,Olivia | Rose Gold | 15ctw,Nova | Rose Gold | 15ctw,Milania | Rose Gold | 15ctw,Milania | Rose Gold | 15ctw
0.25ct,Emerald,Rose Gold,20ctw+,Milania | Rose Gold | 20ctw+,Milania | Rose Gold | 20ctw+,Nova | Rose Gold | 20ctw+,Olivia | Rose Gold | 20ctw+
0.25ct,Asscher,Yellow Gold,4ctw,Nova | Yellow Gold | 4ctw,Olivia | Yellow Gold | 4ctw,Milania | Yellow Gold | 4ctw,Milania | Yellow Gold | 4ctw
0.25ct,Asscher,Yellow Gold,5ctw,Milania | Yellow Gold | 5ctw,Nova | Yellow Gold | 5ctw,Milania | Yellow Gold | 5ctw,Olivia | Yellow Gold | 5ctw
0.25ct,Asscher,Yellow Gold,7ctw,Olivia | Yellow Gold | 7ctw,Nova | Yellow Gold | 7ctw,Milania | Yellow Gold | 7ctw,Olivia | Yellow Gold | 7ctw
0.25ct,Asscher,Yellow Gold,10ctw,Milania | Yellow Gold | 10ctw,Olivia | Yellow Gold | 10ctw,Nova | Yellow Gold | 10ctw,Nova | Yellow Gold | 10ctw
0.25ct,Asscher,Yellow Gold,12ctw,Olivia | Yellow Gold | 12ctw,Nova | Yellow Gold | 12ctw,Nova | Yellow Gold | 12ctw,Milania | Yellow Gold | 12ctw
0.25ct,Asscher,Yellow Gold,15ctw,Nova | Yellow Gold | 15ctw,Olivia | Yellow Gold | 15ctw,Olivia | Yellow Gold | 15ctw,Milania | Yellow Gold | 15ctw
0.25ct,Asscher,Yellow Gold,20ctw+,Nova | Yellow Gold | 20ctw+,Olivia | Yellow Gold | 20ctw+,Milania | Yellow Gold | 20ctw+,Olivia | Yellow Gold | 20ctw+
0.25ct,Asscher,White Gold,4ctw,Olivia | White Gold | 4ctw,Nova | White Gold | 4ctw,Milania | White Gold | 4ctw,Nova | White Gold | 4ctw
0.25ct,Asscher,White Gold,5ctw,Milania | White Gold | 5ctw,Nova | White Gold | 5ctw,Olivia | White Gold | 5ctw,Olivia | White Gold | 5ctw
0.25ct,Asscher,White Gold,7ctw,Milania | White Gold | 7ctw,Olivia | White Gold | 7ctw,Nova | White Gold | 7ctw,Olivia | White Gold | 7ctw
0.25ct,Asscher,White Gold,10ctw,Milania | White Gold | 10ctw,Nova | White Gold | 10ctw,Olivia | White Gold | 10ctw,Nova | White Gold | 10ctw
0.25ct,Asscher,White Gold,12ctw,Olivia | White Gold | 12ctw,Milania | White Gold | 12ctw,Olivia | White Gold | 12ctw,Nova | White Gold | 12ctw
0.25ct,Asscher,White Gold,15ctw,Milania | White Gold | 15ctw,Nova | White Gold | 15ctw,Milania | White Gold | 15ctw,Olivia | White Gold | 15ctw
0.25ct,Asscher,White Gold,20ctw+,Milania | White Gold | 20ctw+,Olivia | White Gold | 20ctw+,Olivia | White Gold | 20ctw+,Nova | White Gold | 20ctw+
0.25ct,Asscher,Rose Gold,4ctw,Olivia | Rose Gold | 4ctw,Nova | Rose Gold | 4ctw,Milania | Rose Gold | 4ctw,Milania | Rose Gold | 4ctw
0.25ct,Asscher,Rose Gold,5ctw,Milania | Rose Gold | 5ctw,Nova | Rose Gold | 5ctw,Olivia | Rose Gold | 5ctw,Nova | Rose Gold | 5ctw
0.25ct,Asscher,Rose Gold,7ctw,Milania | Rose Gold | 7ctw,Milania | Rose Gold | 7ctw,Olivia | Rose Gold | 7ctw,Nova | Rose Gold | 7ctw
0.25ct,Asscher,Rose Gold,10ctw,Olivia | Rose Gold | 10ctw,Nova | Rose Gold | 10ctw,Nova | Rose Gold | 10ctw,Milania | Rose Gold | 10ctw
0.25ct,Asscher,Rose Gold,12ctw,Nova | Rose Gold | 12ctw,Olivia | Rose Gold | 12ctw,Olivia | Rose Gold | 12ctw,Milania | Rose Gold | 12ctw
0.25ct,Asscher,Rose Gold,15ctw,Olivia | Rose Gold | 15ctw,Milania | Rose Gold | 15ctw,Olivia | Rose Gold | 15ctw,Nova | Rose Gold | 15ctw
0.25ct,Asscher,Rose Gold,20ctw+,Nova | Rose Gold | 20ctw+,Olivia | Rose Gold | 20ctw+,Nova | Rose Gold | 20ctw+,Milania | Rose Gold | 20ctw+
0.25ct,Heart,Yellow Gold,4ctw,Olivia | Yellow Gold | 4ctw,Nova | Yellow Gold | 4ctw,Olivia | Yellow Gold | 4ctw,Milania | Yellow Gold | 4ctw
0.25ct,Heart,Yellow Gold,5ctw,Milania | Yellow Gold | 5ctw,Olivia | Yellow Gold | 5ctw,Milania | Yellow Gold | 5ctw,Nova | Yellow Gold | 5ctw
0.25ct,Heart,Yellow Gold,7ctw,Nova | Yellow Gold | 7ctw,Milania | Yellow Gold | 7ctw,Milania | Yellow Gold | 7ctw,Olivia | Yellow Gold | 7ctw
0.25ct,Heart,Yellow Gold,10ctw,Olivia | Yellow Gold | 10ctw,Milania | Yellow Gold | 10ctw,Nova | Yellow Gold | 10ctw,Olivia | Yellow Gold | 10ctw
0.25ct,Heart,Yellow Gold,12ctw,Olivia | Yellow Gold | 12ctw,Milania | Yellow Gold | 12ctw,Olivia | Yellow Gold | 12ctw,Nova | Yellow Gold | 12ctw
0.25ct,Heart,Yellow Gold,15ctw,Olivia | Yellow Gold | 15ctw,Nova | Yellow Gold | 15ctw,Nova | Yellow Gold | 15ctw,Milania | Yellow Gold | 15ctw
0.25ct,Heart,Yellow Gold,20ctw+,Milania | Yellow Gold | 20ctw+,Nova | Yellow Gold | 20ctw+,Olivia | Yellow Gold | 20ctw+,Nova | Yellow Gold | 20ctw+
0.25ct,Heart,White Gold,4ctw,Milania | White Gold | 4ctw,Nova | White Gold | 4ctw,Olivia | White Gold | 4ctw,Nova | White Gold | 4ctw
0.25ct,Heart,White Gold,5ctw,Nova | White Gold | 5ctw,Nova | White Gold | 5ctw,Milania | White Gold | 5ctw,Olivia | White Gold | 5ctw
0.25ct,Heart,White Gold,7ctw,Nova | White Gold | 7ctw,Milania | White Gold | 7ctw,Olivia | White Gold | 7ctw,Olivia | White Gold | 7ctw
0.25ct,Heart,White Gold,10ctw,Nova | White Gold | 10ctw,Milania | White Gold | 10ctw,Olivia | White Gold | 10ctw,Nova | White Gold | 10ctw
0.25ct,Heart,White Gold,12ctw,Milania | White Gold | 12ctw,Milania | White Gold | 12ctw,Nova | White Gold | 12ctw,Olivia | White Gold | 12ctw
0.25ct,Heart,White Gold,15ctw,Olivia | White Gold | 15ctw,Nova | White Gold | 15ctw,Milania | White Gold | 15ctw,Nova | White Gold | 15ctw
0.25ct,Heart,White Gold,20ctw+,Milania | White Gold | 20ctw+,Olivia | White Gold | 20ctw+,Nova | White Gold | 20ctw+,Milania | White Gold | 20ctw+
0.25ct,Heart,Rose Gold,4ctw,Olivia | Rose Gold | 4ctw,Olivia | Rose Gold | 4ctw,Milania | Rose Gold | 4ctw,Nova | Rose Gold | 4ctw
0.25ct,Heart,Rose Gold,5ctw,Olivia | Rose Gold | 5ctw,Milania | Rose Gold | 5ctw,Nova | Rose Gold | 5ctw,Olivia | Rose Gold | 5ctw
0.25ct,Heart,Rose Gold,7ctw,Nova | Rose Gold | 7ctw,Olivia | Rose Gold | 7ctw,Olivia | Rose Gold | 7ctw,Milania | Rose Gold | 7ctw
0.25ct,Heart,Rose Gold,10ctw,Milania | Rose Gold | 10ctw,Olivia | Rose Gold | 10ctw,Nova | Rose Gold | 10ctw,Nova | Rose Gold | 10ctw
0.25ct,Heart,Rose Gold,12ctw,Nova | Rose Gold | 12ctw,Olivia | Rose Gold | 12ctw,Nova | Rose Gold | 12ctw,Milania | Rose Gold | 12ctw
0.25ct,Heart,Rose Gold,15ctw,Milania | Rose Gold | 15ctw,Nova | Rose Gold | 15ctw,Milania | Rose Gold | 15ctw,Olivia | Rose Gold | 15ctw
0.25ct,Heart,Rose Gold,20ctw+,Nova | Rose Gold | 20ctw+,Milania | Rose Gold | 20ctw+,Olivia | Rose Gold | 20ctw+,Milania | Rose Gold | 20ctw+
0.25ct,Pear,Yellow Gold,4ctw,Olivia | Yellow Gold | 4ctw,Nova | Yellow Gold | 4ctw,Nova | Yellow Gold | 4ctw,Milania | Yellow Gold | 4ctw
0.25ct,Pear,Yellow Gold,5ctw,Milania | Yellow Gold | 5ctw,Nova | Yellow Gold | 5ctw,Olivia | Yellow Gold | 5ctw,Olivia | Yellow Gold | 5ctw
0.25ct,Pear,Yellow Gold,7ctw,Nova | Yellow Gold | 7ctw,Olivia | Yellow Gold | 7ctw,Olivia | Yellow Gold | 7ctw,Milania | Yellow Gold | 7ctw
0.25ct,Pear,Yellow Gold,10ctw,Olivia | Yellow Gold | 10ctw,Milania | Yellow Gold | 10ctw,Milania | Yellow Gold | 10ctw,Nova | Yellow Gold | 10ctw
0.25ct,Pear,Yellow Gold,12ctw,Olivia | Yellow Gold | 12ctw,Olivia | Yellow Gold | 12ctw,Nova | Yellow Gold | 12ctw,Milania | Yellow Gold | 12ctw
0.25ct,Pear,Yellow Gold,15ctw,Nova | Yellow Gold | 15ctw,Milania | Yellow Gold | 15ctw,Milania | Yellow Gold | 15ctw,Olivia | Yellow Gold | 15ctw
0.25ct,Pear,Yellow Gold,20ctw+,Milania | Yellow Gold | 20ctw+,Olivia | Yellow Gold | 20ctw+,Nova | Yellow Gold | 20ctw+,Olivia | Yellow Gold | 20ctw+
0.25ct,Pear,White Gold,4ctw,Nova | White Gold | 4ctw,Milania | White Gold | 4ctw,Olivia | White Gold | 4ctw,Nova | White Gold | 4ctw
0.25ct,Pear,White Gold,5ctw,Milania | White Gold | 5ctw,Nova | White Gold | 5ctw,Olivia | White Gold | 5ctw,Olivia | White Gold | 5ctw
0.25ct,Pear,White Gold,7ctw,Nova | White Gold | 7ctw,Olivia | White Gold | 7ctw,Milania | White Gold | 7ctw,Milania | White Gold | 7ctw
0.25ct,Pear,White Gold,10ctw,Milania | White Gold | 10ctw,Olivia | White Gold | 10ctw,Milania | White Gold | 10ctw,Nova | White Gold | 10ctw
0.25ct,Pear,White Gold,12ctw,Milania | White Gold | 12ctw,Milania | White Gold | 12ctw,Nova | White Gold | 12ctw,Olivia | White Gold | 12ctw
0.25ct,Pear,White Gold,15ctw,Olivia | White Gold | 15ctw,Nova | White Gold | 15ctw,Milania | White Gold | 15ctw,Olivia | White Gold | 15ctw
0.25ct,Pear,White Gold,20ctw+,Olivia | White Gold | 20ctw+,Nova | White Gold | 20ctw+,Milania | White Gold | 20ctw+,Olivia | White Gold | 20ctw+
0.25ct,Pear,Rose Gold,4ctw,Milania | Rose Gold | 4ctw,Nova | Rose Gold | 4ctw,Milania | Rose Gold | 4ctw,Olivia | Rose Gold | 4ctw
0.25ct,Pear,Rose Gold,5ctw,Olivia | Rose Gold | 5ctw,Nova | Rose Gold | 5ctw,Milania | Rose Gold | 5ctw,Olivia | Rose Gold | 5ctw
0.25ct,Pear,Rose Gold,7ctw,Nova | Rose Gold | 7ctw,Olivia | Rose Gold | 7ctw,Milania | Rose Gold | 7ctw,Olivia | Rose Gold | 7ctw
0.25ct,Pear,Rose Gold,10ctw,Milania | Rose Gold | 10ctw,Olivia | Rose Gold | 10ctw,Nova | Rose Gold | 10ctw,Nova | Rose Gold | 10ctw
0.25ct,Pear,Rose Gold,12ctw,Milania | Rose Gold | 12ctw,Olivia | Rose Gold | 12ctw,Nova | Rose Gold | 12ctw,Nova | Rose Gold | 12ctw
0.25ct,Pear,Rose Gold,15ctw,Milania | Rose Gold | 15ctw,Nova | Rose Gold | 15ctw,Olivia | Rose Gold | 15ctw,Milania | Rose Gold | 15ctw
