Shapes,Talent Show,Prom Jewelry,Glove Size,Style 1,Shape 1,Carat 1,Metal 1,Gold Color 1,Style 2,Shape 2,Carat 2,Metal 2,Gold Color 2,Style 3,Shape 3,Carat 3,Metal 3,Gold Color 3,Style 4,Shape 4,Carat 4,Metal 4,Gold Color 4,Personality
"Emerald, Heart",Center Stage,Earrings Only,Small,Beatrice,Heart,1ct,14k,White,Francesca,Heart,1ct,14k,Rose,Francesca,Emerald,2ct,14k,White,Elena,Heart,2ct,18k,White,Trendy
"Emerald, Heart",Center Stage,Earrings Only,Medium,Gianna,Emerald,3ct,Platinum,White,Francesca,Emerald,2ct,14k,White,Alessia,Heart,2ct,14k,Rose,Francesca,Heart,1ct,18k,Yellow,Trendy
"Emerald, Heart",Center Stage,Earrings Only,Large,Beatrice,Heart,2ct,18k,White,Gianna,Emerald,2ct,18k,White,Francesca,Heart,2ct,18k,White,Gianna,Heart,2ct,14k,Yellow,Trendy
"Emerald, Heart",Center Stage,No Jewelry,X-Small,Alessia,Emerald,1ct,18k,Rose,Alessia,Emerald,1ct,Platinum,White,Elena,Emerald,2ct,Platinum,White,Elena,Emerald,2ct,14k,White,Trendy
"Emerald, Heart",Center Stage,No Jewelry,Small,Alessia,Emerald,2ct,18k,White,Alessia,Emerald,1ct,Platinum,White,Francesca,Emerald,2ct,18k,White,Gianna,Emerald,2ct,18k,Rose,Trendy
"Emerald, Heart",Center Stage,No Jewelry,Medium,Gianna,Emerald,2ct,14k,White,Francesca,Emerald,1ct,Platinum,White,Francesca,Emerald,2ct,14k,White,Beatrice,Emerald,2ct,14k,White,Trendy
"Emerald, Heart",Center Stage,No Jewelry,Large,Elena,Emerald,2ct,18k,Rose,Gianna,Emerald,1ct,14k,Yellow,Gianna,Emerald,2ct,18k,Rose,Francesca,Emerald,1ct,18k,Rose,Trendy
"Emerald, Heart",In Crowd,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",X-Small,Gemma,Heart,2ct,Platinum,White,Gemma,Heart,2ct,18k,White,Gemma,Heart,2ct,14k,Yellow,Gemma,Heart,2ct,18k,Yellow,Minimalistic
"Emerald, Heart",In Crowd,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Small,Gemma,Heart,2ct,18k,Rose,Gemma,Heart,2ct,Platinum,White,Gemma,Heart,2ct,14k,Yellow,Gemma,Heart,2ct,14k,Rose,Minimalistic
"Emerald, Heart",In Crowd,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Medium,Gemma,Heart,3ct,18k,Rose,Gemma,Heart,3ct,14k,Yellow,Gemma,Heart,4ct,14k,White,Gemma,Heart,3ct,Platinum,White,Minimalistic
"Emerald, Heart",In Crowd,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Large,Gemma,Heart,4ct,Platinum,White,Gemma,Heart,3ct,Platinum,White,Gemma,Heart,3ct,14k,Rose,Gemma,Heart,4ct,Platinum,White,Minimalistic
"Emerald, Heart",In Crowd,Necklace & Earrings,X-Small,CAMILLA,Heart,2ct,Platinum,White,CAMILLA,Heart,2ct,14k,White,Donatella,Emerald,2ct,18k,White,Arianna,Heart,2ct,18k,Rose,Classic
"Emerald, Heart",In Crowd,Necklace & Earrings,Small,Donatella,Emerald,2ct,14k,Yellow,CAMILLA,Emerald,2ct,18k,Yellow,DANIELLA,Emerald,2ct,Platinum,White,GIORGINA,Emerald,2ct,Platinum,White,Classic
"Emerald, Heart",In Crowd,Necklace & Earrings,Medium,ARIA,Heart,4ct,18k,Rose,CAMILLA,Emerald,2ct,14k,Yellow,ARIA,Heart,2ct,14k,White,ARIA,Emerald,4ct,Platinum,White,Classic
"Emerald, Heart",In Crowd,Necklace & Earrings,Large,GIULIA,Heart,1ct,14k,White,DANIELLA,Heart,4ct,Platinum,White,ANGELINA,Heart,2ct,Platinum,White,ANGELINA,Emerald,1ct,14k,White,Classic
"Emerald, Heart",In Crowd,Earrings Only,X-Small,Elena,Heart,1ct,Platinum,White,Gianna,Emerald,1ct,Platinum,White,Gianna,Emerald,2ct,14k,Yellow,Gianna,Heart,2ct,18k,Rose,Trendy
"Emerald, Heart",In Crowd,Earrings Only,Small,Alessia,Emerald,2ct,14k,Yellow,Elena,Heart,1ct,18k,White,Elena,Heart,2ct,Platinum,White,Beatrice,Emerald,2ct,18k,White,Trendy
"Emerald, Heart",In Crowd,Earrings Only,Medium,Beatrice,Emerald,3ct,Platinum,White,Alessia,Heart,2ct,18k,Rose,Gianna,Emerald,2ct,18k,Rose,Alessia,Heart,1ct,14k,Rose,Trendy
"Emerald, Heart",In Crowd,Earrings Only,Large,Beatrice,Heart,3ct,Platinum,White,Elena,Heart,1ct,18k,White,Alessia,Heart,2ct,18k,Rose,Gianna,Heart,2ct,Platinum,White,Trendy
"Emerald, Heart",In Crowd,No Jewelry,X-Small,Gemma,Emerald,2ct,Platinum,White,Gemma,Emerald,1ct,18k,Yellow,Gemma,Emerald,1ct,Platinum,White,Gemma,Emerald,2ct,18k,White,Minimalistic
"Emerald, Heart",In Crowd,No Jewelry,Small,Gemma,Emerald,2ct,18k,Rose,Gemma,Emerald,1ct,Platinum,White,Gemma,Emerald,1ct,18k,Rose,Gemma,Emerald,1ct,18k,Rose,Minimalistic
"Emerald, Heart",In Crowd,No Jewelry,Medium,Gemma,Emerald,2ct,Platinum,White,Gemma,Emerald,1ct,14k,Rose,Gemma,Emerald,2ct,Platinum,White,Gemma,Emerald,1ct,14k,Yellow,Minimalistic
"Emerald, Heart",In Crowd,No Jewelry,Large,Gemma,Emerald,2ct,Platinum,White,Gemma,Emerald,1ct,Platinum,White,Gemma,Emerald,2ct,14k,White,Gemma,Emerald,1ct,18k,White,Minimalistic
"Emerald, Heart",Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",X-Small,Gemma,Heart,2ct,Platinum,White,Gemma,Heart,2ct,Platinum,White,Gemma,Heart,2ct,14k,White,Gemma,Heart,2ct,Platinum,White,Minimalistic
"Emerald, Heart",Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Small,Gemma,Heart,2ct,14k,Yellow,Gemma,Heart,2ct,14k,Yellow,Gemma,Heart,2ct,14k,Yellow,Gemma,Heart,2ct,14k,White,Minimalistic
"Emerald, Heart",Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Medium,Gemma,Heart,4ct,18k,Rose,Gemma,Heart,4ct,Platinum,White,Gemma,Heart,4ct,Platinum,White,Gemma,Heart,5ct,18k,White,Minimalistic
"Emerald, Heart",Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Large,Gemma,Heart,4ct,18k,White,Gemma,Heart,3ct,14k,Rose,Gemma,Heart,4ct,Platinum,White,Gemma,Heart,4ct,Platinum,White,Minimalistic
"Emerald, Heart",Not Attending,Necklace & Earrings,X-Small,Gemma,Heart,2ct,Platinum,White,Gemma,Heart,2ct,18k,Rose,Gemma,Heart,2ct,14k,Yellow,Gemma,Emerald,2ct,18k,White,Minimalistic
"Emerald, Heart",Not Attending,Necklace & Earrings,Small,Gemma,Heart,2ct,Platinum,White,Gemma,Heart,2ct,Platinum,White,Gemma,Emerald,2ct,18k,Rose,Gemma,Emerald,2ct,Platinum,White,Minimalistic
"Emerald, Heart",Not Attending,Necklace & Earrings,Medium,Gemma,Emerald,1ct,Platinum,White,Gemma,Emerald,4ct,14k,Rose,Gemma,Heart,2ct,18k,Yellow,Gemma,Heart,3ct,18k,Rose,Minimalistic
"Emerald, Heart",Not Attending,Necklace & Earrings,Large,Gemma,Emerald,1ct,18k,White,Gemma,Heart,2ct,Platinum,White,Gemma,Emerald,4ct,14k,Rose,Gemma,Heart,1ct,18k,White,Minimalistic
"Emerald, Heart",Not Attending,Earrings Only,X-Small,Gemma,Heart,1ct,18k,White,Gemma,Emerald,1ct,14k,Rose,Gemma,Emerald,1ct,18k,Yellow,Gemma,Emerald,2ct,14k,White,Minimalistic
"Emerald, Heart",Not Attending,Earrings Only,Small,Gemma,Heart,2ct,18k,Yellow,Gemma,Heart,1ct,18k,White,Gemma,Heart,2ct,14k,Rose,Gemma,Emerald,2ct,Platinum,White,Minimalistic
"Emerald, Heart",Not Attending,Earrings Only,Medium,Gemma,Emerald,2ct,14k,Rose,Gemma,Heart,2ct,Platinum,White,Gemma,Emerald,2ct,18k,White,Gemma,Emerald,1ct,14k,White,Minimalistic
"Emerald, Heart",Not Attending,Earrings Only,Large,Gemma,Emerald,2ct,Platinum,White,Gemma,Heart,2ct,Platinum,White,Gemma,Emerald,2ct,14k,White,Gemma,Heart,2ct,18k,White,Minimalistic
"Emerald, Heart",Not Attending,No Jewelry,X-Small,Gemma,Emerald,2ct,Platinum,White,Gemma,Emerald,1ct,Platinum,White,Gemma,Emerald,2ct,14k,Rose,Gemma,Emerald,2ct,18k,Rose,Minimalistic
"Emerald, Heart",Not Attending,No Jewelry,Small,Gemma,Emerald,1ct,14k,Yellow,Gemma,Emerald,1ct,14k,Yellow,Gemma,Emerald,2ct,Platinum,White,Gemma,Emerald,2ct,Platinum,White,Minimalistic
"Emerald, Heart",Not Attending,No Jewelry,Medium,Gemma,Emerald,2ct,Platinum,White,Gemma,Emerald,1ct,Platinum,White,Gemma,Emerald,1ct,18k,Rose,Gemma,Emerald,1ct,14k,Yellow,Minimalistic
"Emerald, Heart",Not Attending,No Jewelry,Large,Gemma,Emerald,2ct,Platinum,White,Gemma,Emerald,1ct,18k,White,Gemma,Emerald,2ct,14k,Yellow,Gemma,Emerald,2ct,Platinum,White,Minimalistic
"Emerald, Marquise",Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",X-Small,MIA,Marquise,2ct,Platinum,White,CATERINA,Marquise,2ct,14k,Yellow,MIA,Marquise,2ct,18k,White,MIA,Marquise,2ct,18k,White,Glamorous
"Emerald, Marquise",Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Small,Emma,Marquise,2ct,14k,White,Emma,Marquise,2ct,Platinum,White,GABRIELLA,Marquise,2ct,Platinum,White,Emma,Marquise,2ct,14k,Rose,Glamorous
"Emerald, Marquise",Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Medium,MIA,Marquise,4ct,Platinum,White,CATERINA,Marquise,3ct,Platinum,White,EMILIA,Marquise,3ct,18k,Yellow,Emma,Marquise,5ct,Platinum,White,Glamorous
"Emerald, Marquise",Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Large,MIA,Marquise,4ct,18k,Yellow,EMILIA,Marquise,3ct,Platinum,White,MIA,Marquise,3ct,14k,Yellow,EMILIA,Marquise,4ct,14k,White,Glamorous
"Emerald, Marquise",Center Stage,Necklace & Earrings,X-Small,Bianca,Emerald,2ct,18k,Yellow,GIORGINA,Marquise,2ct,14k,White,GIORGINA,Emerald,2ct,14k,Yellow,ANGELINA,Marquise,2ct,14k,White,Classic
"Emerald, Marquise",Center Stage,Necklace & Earrings,Small,GIULIA,Emerald,2ct,18k,White,GIULIA,Marquise,2ct,14k,White,GIORGINA,Marquise,2ct,18k,Rose,CAMILLA,Marquise,2ct,18k,White,Classic
"Emerald, Marquise",Center Stage,Necklace & Earrings,Medium,CAMILLA,Emerald,1ct,Platinum,White,ANGELINA,Marquise,2ct,14k,Rose,GIORGINA,Emerald,3ct,14k,White,ANGELINA,Emerald,1ct,18k,White,Classic
"Emerald, Marquise",Center Stage,Necklace & Earrings,Large,GIULIA,Marquise,1ct,Platinum,White,GIULIA,Emerald,3ct,18k,White,GIORGINA,Marquise,2ct,Platinum,White,Arianna,Emerald,1ct,Platinum,White,Classic
"Emerald, Marquise",Center Stage,Earrings Only,X-Small,Alessia,Marquise,2ct,18k,Rose,Francesca,Marquise,1ct,14k,Yellow,Alessia,Marquise,1ct,18k,Yellow,Elena,Marquise,2ct,Platinum,White,Trendy
"Emerald, Marquise",Center Stage,Earrings Only,Small,Alessia,Emerald,1ct,Platinum,White,Beatrice,Emerald,1ct,14k,Yellow,Alessia,Marquise,2ct,18k,Yellow,Alessia,Emerald,2ct,14k,Yellow,Trendy
"Emerald, Marquise",Center Stage,Earrings Only,Medium,Alessia,Marquise,2ct,Platinum,White,Francesca,Marquise,2ct,Platinum,White,Beatrice,Emerald,2ct,14k,White,Beatrice,Emerald,1ct,18k,Rose,Trendy
"Emerald, Marquise",Center Stage,Earrings Only,Large,Alessia,Marquise,2ct,Platinum,White,Gianna,Marquise,2ct,18k,Rose,Gianna,Marquise,2ct,14k,Rose,Alessia,Emerald,1ct,18k,Rose,Trendy
"Emerald, Marquise",Center Stage,No Jewelry,X-Small,Beatrice,Emerald,2ct,18k,White,Elena,Emerald,1ct,14k,Rose,Elena,Emerald,2ct,18k,Rose,Gianna,Emerald,2ct,18k,White,Trendy
"Emerald, Marquise",Center Stage,No Jewelry,Small,Elena,Emerald,2ct,14k,Yellow,Francesca,Emerald,1ct,Platinum,White,Francesca,Emerald,1ct,Platinum,White,Francesca,Emerald,2ct,18k,Rose,Trendy
"Emerald, Marquise",Center Stage,No Jewelry,Medium,Elena,Emerald,2ct,14k,Rose,Alessia,Emerald,1ct,18k,White,Gianna,Emerald,2ct,Platinum,White,Gianna,Emerald,1ct,14k,White,Trendy
"Emerald, Marquise",Center Stage,No Jewelry,Large,Beatrice,Emerald,1ct,Platinum,White,Francesca,Emerald,1ct,Platinum,White,Francesca,Emerald,2ct,14k,Rose,Beatrice,Emerald,1ct,18k,Rose,Trendy
"Emerald, Marquise",In Crowd,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",X-Small,Gemma,Marquise,2ct,18k,Yellow,Gemma,Marquise,2ct,18k,White,Gemma,Marquise,2ct,14k,Yellow,Gemma,Marquise,2ct,14k,Rose,Minimalistic
"Emerald, Marquise",In Crowd,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Small,Gemma,Marquise,2ct,Platinum,White,Gemma,Marquise,2ct,14k,Yellow,Gemma,Marquise,2ct,Platinum,White,Gemma,Marquise,2ct,Platinum,White,Minimalistic
"Emerald, Marquise",In Crowd,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Medium,Gemma,Marquise,4ct,14k,Rose,Gemma,Marquise,3ct,14k,Yellow,Gemma,Marquise,5ct,Platinum,White,Gemma,Marquise,4ct,18k,White,Minimalistic
"Emerald, Marquise",In Crowd,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Large,Gemma,Marquise,4ct,Platinum,White,Gemma,Marquise,3ct,18k,White,Gemma,Marquise,5ct,18k,Rose,Gemma,Marquise,3ct,14k,Rose,Minimalistic
"Emerald, Marquise",In Crowd,Necklace & Earrings,X-Small,GIORGINA,Marquise,2ct,18k,Yellow,ARIA,Emerald,2ct,18k,White,CAMILLA,Marquise,2ct,14k,Rose,CAMILLA,Marquise,2ct,14k,Yellow,Classic
"Emerald, Marquise",In Crowd,Necklace & Earrings,Small,GIORGINA,Marquise,2ct,18k,Yellow,Bianca,Marquise,2ct,18k,White,Bianca,Marquise,2ct,Platinum,White,DANIELLA,Marquise,2ct,Platinum,White,Classic
"Emerald, Marquise",In Crowd,Necklace & Earrings,Medium,ANGELINA,Marquise,1ct,Platinum,White,GIORGINA,Emerald,4ct,18k,Yellow,Donatella,Emerald,2ct,Platinum,White,Bianca,Marquise,4ct,14k,White,Classic
"Emerald, Marquise",In Crowd,Necklace & Earrings,Large,Bianca,Marquise,2ct,14k,Rose,ARIA,Emerald,3ct,14k,White,ANGELINA,Emerald,4ct,Platinum,White,Arianna,Marquise,4ct,Platinum,White,Classic
"Emerald, Marquise",In Crowd,Earrings Only,X-Small,Elena,Marquise,2ct,Platinum,White,Elena,Emerald,1ct,Platinum,White,Francesca,Marquise,1ct,14k,Yellow,Francesca,Emerald,2ct,Platinum,White,Trendy
"Emerald, Marquise",In Crowd,Earrings Only,Small,Elena,Marquise,2ct,14k,Yellow,Gianna,Emerald,1ct,14k,Rose,Alessia,Emerald,2ct,Platinum,White,Beatrice,Marquise,2ct,14k,White,Trendy
"Emerald, Marquise",In Crowd,Earrings Only,Medium,Francesca,Marquise,2ct,18k,White,Francesca,Marquise,2ct,18k,White,Beatrice,Emerald,2ct,Platinum,White,Francesca,Marquise,1ct,18k,Rose,Trendy
"Emerald, Marquise",In Crowd,Earrings Only,Large,Beatrice,Emerald,2ct,14k,White,Elena,Emerald,3ct,18k,Yellow,Francesca,Marquise,2ct,Platinum,White,Elena,Marquise,2ct,14k,Rose,Trendy
"Emerald, Marquise",In Crowd,No Jewelry,X-Small,Gemma,Emerald,2ct,18k,Yellow,Gemma,Emerald,1ct,18k,Yellow,Gemma,Emerald,1ct,Platinum,White,Gemma,Emerald,2ct,Platinum,White,Minimalistic
"Emerald, Marquise",In Crowd,No Jewelry,Small,Gemma,Emerald,2ct,18k,Yellow,Gemma,Emerald,1ct,Platinum,White,Gemma,Emerald,1ct,Platinum,White,Gemma,Emerald,2ct,14k,Yellow,Minimalistic
"Emerald, Marquise",In Crowd,No Jewelry,Medium,Gemma,Emerald,1ct,14k,White,Gemma,Emerald,1ct,18k,White,Gemma,Emerald,2ct,14k,Yellow,Gemma,Emerald,1ct,18k,Rose,Minimalistic
"Emerald, Marquise",In Crowd,No Jewelry,Large,Gemma,Emerald,2ct,Platinum,White,Gemma,Emerald,1ct,18k,Yellow,Gemma,Emerald,2ct,18k,Yellow,Gemma,Emerald,1ct,Platinum,White,Minimalistic
"Emerald, Marquise",Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",X-Small,Gemma,Marquise,2ct,14k,White,Gemma,Marquise,2ct,18k,Rose,Gemma,Marquise,2ct,Platinum,White,Gemma,Marquise,2ct,18k,Yellow,Minimalistic
"Emerald, Marquise",Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Small,Gemma,Marquise,2ct,Platinum,White,Gemma,Marquise,2ct,18k,White,Gemma,Marquise,2ct,14k,Rose,Gemma,Marquise,2ct,Platinum,White,Minimalistic
"Emerald, Marquise",Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Medium,Gemma,Marquise,4ct,Platinum,White,Gemma,Marquise,5ct,Platinum,White,Gemma,Marquise,4ct,14k,Rose,Gemma,Marquise,4ct,18k,Yellow,Minimalistic
"Emerald, Marquise",Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Large,Gemma,Marquise,3ct,Platinum,White,Gemma,Marquise,5ct,Platinum,White,Gemma,Marquise,4ct,14k,White,Gemma,Marquise,4ct,18k,Yellow,Minimalistic
"Emerald, Marquise",Not Attending,Necklace & Earrings,X-Small,Gemma,Emerald,2ct,Platinum,White,Gemma,Emerald,2ct,Platinum,White,Gemma,Marquise,2ct,14k,Yellow,Gemma,Marquise,2ct,14k,Rose,Minimalistic
"Emerald, Marquise",Not Attending,Necklace & Earrings,Small,Gemma,Marquise,2ct,Platinum,White,Gemma,Emerald,2ct,18k,Yellow,Gemma,Marquise,2ct,18k,Rose,Gemma,Emerald,2ct,14k,White,Minimalistic
"Emerald, Marquise",Not Attending,Necklace & Earrings,Medium,Gemma,Emerald,4ct,Platinum,White,Gemma,Marquise,3ct,18k,Rose,Gemma,Emerald,2ct,18k,Rose,Gemma,Emerald,1ct,14k,White,Minimalistic
"Emerald, Marquise",Not Attending,Necklace & Earrings,Large,Gemma,Marquise,2ct,Platinum,White,Gemma,Emerald,3ct,Platinum,White,Gemma,Marquise,2ct,14k,White,Gemma,Emerald,2ct,Platinum,White,Minimalistic
"Emerald, Marquise",Not Attending,Earrings Only,X-Small,Gemma,Emerald,2ct,18k,Rose,Gemma,Emerald,1ct,14k,Yellow,Gemma,Emerald,2ct,Platinum,White,Gemma,Emerald,2ct,Platinum,White,Minimalistic
"Emerald, Marquise",Not Attending,Earrings Only,Small,Gemma,Marquise,1ct,Platinum,White,Gemma,Marquise,1ct,Platinum,White,Gemma,Emerald,2ct,18k,Rose,Gemma,Emerald,2ct,14k,Rose,Minimalistic
"Emerald, Marquise",Not Attending,Earrings Only,Medium,Gemma,Marquise,1ct,14k,Yellow,Gemma,Emerald,2ct,18k,Yellow,Gemma,Marquise,2ct,Platinum,White,Gemma,Emerald,1ct,Platinum,White,Minimalistic
"Emerald, Marquise",Not Attending,Earrings Only,Large,Gemma,Marquise,3ct,14k,Rose,Gemma,Emerald,2ct,18k,Rose,Gemma,Marquise,2ct,Platinum,White,Gemma,Marquise,2ct,18k,Yellow,Minimalistic
"Emerald, Marquise",Not Attending,No Jewelry,X-Small,Gemma,Emerald,2ct,Platinum,White,Gemma,Emerald,1ct,Platinum,White,Gemma,Emerald,1ct,18k,Rose,Gemma,Emerald,1ct,18k,Rose,Minimalistic
"Emerald, Marquise",Not Attending,No Jewelry,Small,Gemma,Emerald,2ct,Platinum,White,Gemma,Emerald,2ct,Platinum,White,Gemma,Emerald,2ct,14k,Rose,Gemma,Emerald,2ct,Platinum,White,Minimalistic
"Emerald, Marquise",Not Attending,No Jewelry,Medium,Gemma,Emerald,2ct,14k,Yellow,Gemma,Emerald,1ct,14k,White,Gemma,Emerald,2ct,14k,White,Gemma,Emerald,1ct,Platinum,White,Minimalistic
"Emerald, Marquise",Not Attending,No Jewelry,Large,Gemma,Emerald,2ct,14k,Rose,Gemma,Emerald,1ct,14k,Rose,Gemma,Emerald,2ct,14k,White,Gemma,Emerald,1ct,14k,Yellow,Minimalistic
"Emerald, Pear",Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",X-Small,MIA,Emerald,2ct,18k,Yellow,Emma,Emerald,2ct,Platinum,White,EMILIA,Emerald,2ct,18k,Rose,GABRIELLA,Emerald,2ct,Platinum,White,Glamorous
"Emerald, Pear",Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Small,MIA,Emerald,2ct,14k,White,CATERINA,Emerald,2ct,14k,White,GABRIELLA,Pear,2ct,14k,White,MIA,Emerald,2ct,18k,White,Glamorous
"Emerald, Pear",Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Medium,EMILIA,Emerald,4ct,18k,Rose,EMILIA,Emerald,3ct,18k,Rose,EMILIA,Pear,4ct,Platinum,White,EMILIA,Emerald,4ct,Platinum,White,Glamorous
"Emerald, Pear",Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Large,MIA,Emerald,3ct,Platinum,White,EMILIA,Pear,3ct,18k,White,GABRIELLA,Pear,4ct,18k,Rose,CATERINA,Emerald,5ct,18k,Rose,Glamorous
"Emerald, Pear",Center Stage,Necklace & Earrings,X-Small,ANGELINA,Pear,2ct,14k,Rose,DANIELLA,Emerald,2ct,Platinum,White,Bianca,Emerald,2ct,18k,Rose,GIULIA,Emerald,2ct,14k,Yellow,Classic
"Emerald, Pear",Center Stage,Necklace & Earrings,Small,Donatella,Pear,2ct,14k,White,GIORGINA,Emerald,2ct,14k,Yellow,GIORGINA,Emerald,2ct,Platinum,White,ANGELINA,Pear,2ct,18k,White,Classic
"Emerald, Pear",Center Stage,Necklace & Earrings,Medium,Arianna,Emerald,1ct,14k,White,DANIELLA,Emerald,4ct,Platinum,White,Bianca,Pear,3ct,18k,Rose,GIULIA,Pear,1ct,18k,Rose,Classic
"Emerald, Pear",Center Stage,Necklace & Earrings,Large,GIULIA,Emerald,1ct,Platinum,White,Arianna,Emerald,3ct,14k,White,CAMILLA,Emerald,2ct,Platinum,White,GIULIA,Emerald,3ct,Platinum,White,Classic
"Emerald, Pear",Center Stage,Earrings Only,X-Small,Elena,Pear,2ct,18k,Yellow,Alessia,Pear,1ct,Platinum,White,Francesca,Pear,2ct,14k,White,Gianna,Pear,1ct,14k,Yellow,Trendy
"Emerald, Pear",Center Stage,Earrings Only,Small,Gianna,Pear,2ct,18k,Yellow,Gianna,Pear,1ct,Platinum,White,Gianna,Pear,2ct,18k,Yellow,Beatrice,Pear,2ct,14k,Rose,Trendy
"Emerald, Pear",Center Stage,Earrings Only,Medium,Elena,Pear,2ct,Platinum,White,Gianna,Pear,1ct,14k,White,Gianna,Pear,2ct,Platinum,White,Elena,Pear,2ct,14k,Rose,Trendy
"Emerald, Pear",Center Stage,Earrings Only,Large,Gianna,Pear,2ct,Platinum,White,Beatrice,Pear,2ct,14k,Rose,Alessia,Pear,2ct,18k,Rose,Francesca,Pear,2ct,18k,White,Trendy
"Emerald, Pear",Center Stage,No Jewelry,X-Small,Alessia,Emerald,2ct,14k,Rose,Beatrice,Emerald,1ct,18k,White,Beatrice,Emerald,2ct,14k,Yellow,Gianna,Emerald,2ct,18k,White,Trendy
"Emerald, Pear",Center Stage,No Jewelry,Small,Francesca,Emerald,2ct,14k,Yellow,Beatrice,Emerald,1ct,14k,Rose,Gianna,Emerald,2ct,Platinum,White,Francesca,Emerald,2ct,Platinum,White,Trendy
"Emerald, Pear",Center Stage,No Jewelry,Medium,Francesca,Emerald,1ct,Platinum,White,Francesca,Emerald,1ct,14k,Yellow,Elena,Emerald,2ct,Platinum,White,Gianna,Emerald,1ct,Platinum,White,Trendy
"Emerald, Pear",Center Stage,No Jewelry,Large,Beatrice,Emerald,2ct,Platinum,White,Alessia,Emerald,1ct,18k,Rose,Gianna,Emerald,2ct,18k,White,Beatrice,Emerald,1ct,14k,Yellow,Trendy
"Emerald, Pear",In Crowd,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",X-Small,Gemma,Pear,2ct,Platinum,White,Gemma,Pear,2ct,Platinum,White,Gemma,Emerald,2ct,Platinum,White,Gemma,Pear,2ct,Platinum,White,Minimalistic
"Emerald, Pear",In Crowd,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Small,Gemma,Emerald,2ct,18k,White,Gemma,Emerald,2ct,18k,Yellow,Gemma,Emerald,2ct,18k,Rose,Gemma,Emerald,2ct,18k,Rose,Minimalistic
"Emerald, Pear",In Crowd,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Medium,Gemma,Pear,4ct,Platinum,White,Gemma,Emerald,3ct,18k,Rose,Gemma,Emerald,3ct,14k,Yellow,Gemma,Emerald,3ct,Platinum,White,Minimalistic
"Emerald, Pear",In Crowd,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Large,Gemma,Emerald,4ct,14k,Rose,Gemma,Pear,3ct,18k,Rose,Gemma,Emerald,4ct,18k,Rose,Gemma,Pear,5ct,14k,White,Minimalistic
"Emerald, Pear",In Crowd,Necklace & Earrings,X-Small,DANIELLA,Pear,2ct,14k,Yellow,GIORGINA,Emerald,2ct,14k,White,ANGELINA,Pear,2ct,Platinum,White,DANIELLA,Emerald,2ct,14k,Rose,Classic
"Emerald, Pear",In Crowd,Necklace & Earrings,Small,GIULIA,Pear,2ct,14k,Rose,ARIA,Pear,2ct,14k,Rose,CAMILLA,Emerald,2ct,Platinum,White,Bianca,Emerald,2ct,Platinum,White,Classic
"Emerald, Pear",In Crowd,Necklace & Earrings,Medium,ANGELINA,Emerald,3ct,18k,Yellow,ANGELINA,Emerald,4ct,18k,Rose,GIULIA,Pear,4ct,18k,Rose,ARIA,Emerald,1ct,14k,Rose,Classic
"Emerald, Pear",In Crowd,Necklace & Earrings,Large,ARIA,Pear,1ct,14k,Rose,CAMILLA,Pear,3ct,Platinum,White,GIULIA,Pear,3ct,Platinum,White,CAMILLA,Emerald,4ct,Platinum,White,Classic
"Emerald, Pear",In Crowd,Earrings Only,X-Small,Francesca,Pear,2ct,18k,Yellow,Alessia,Pear,1ct,18k,White,Alessia,Pear,2ct,18k,White,Beatrice,Pear,2ct,Platinum,White,Trendy
"Emerald, Pear",In Crowd,Earrings Only,Small,Gianna,Pear,2ct,18k,Yellow,Gianna,Pear,1ct,Platinum,White,Alessia,Pear,2ct,14k,White,Elena,Pear,2ct,18k,Yellow,Trendy
